"","g05_01","g05_02","g05_03","g05_04","g05_05","g05_06","g05_07","g05_08","g05_09","g05_10","g05_11","g05_12","g05_13","g05_14","g05_15","g05_16","g05_17","g05_18","g05_19","g05_20","g05_21","g05_22","g05_23","g05_24","g05_25","g05_26","g05_27","g05_28","g05_29","g05_30","g05_31","g05_32","g05_33","g05_34","g05_35","g05_36","g05_37","g05_38","g05_39","g05_40","g05_41","g05_42","g05_43","g05_44","g05_45","g05_46","g05_47","g05_48","g05_49","g05_50","g05_51","g05_52","g05_53","g05_54","g05_55","g05_56","g05_57","g05_58","g05_59","g05_60","g05_61","g05_62","g05_63","g05_64","g05_65","g05_66","g05_67","g05_68","g05_69","g05_70","g05_71","g05_72","g05_73","g05_74","g05_75","g05_76","g05_77","g05_78","g05_79","g05_80","g05_81","g05_82","g05_83","g05_84","g05_85"
"924162","cow","pig","chicken","donkei","hors","zebra","eleph","snak","","","","","","","","","","","","","deer","moos","rabbit","","","","","","","","","","","","","","","","","","ant","beetl","bug","","","","","","","","","","","","","","","","","","hippo","pig","","","","","","","","","","","","","","","","","","","","","","",""
"930210","dog","cat","bear","giraff","tiger","lion","sheep","cow","pig","chicken","","","","","","","","","","","hyena","rabbit","wolf","bear","","","","","","","","","","","","","","","","","hippo","zebra","snak","","","","","","","","","","","","","","","","","","frog","lizard","reptil","","","","","","","","","","","","","","","","","","","","","",""
"911709","cat","dog","lion","zebra","giraff","eleph","ferret","monkei","ap","","","","","","","","","","","","antelop","bison","deer","rabbit","mous","gopher","squirrel","","","","","","","","","","","","","","leopard","hors","cow","pig","","","","","","","","","","","","","","","","","lamb","sheep","","","","","","","","","","","","","","","","","","","","","","",""
"922235","snak","frog","allig","fish","dog","cat","coyot","deer","elk","eleph","giraff","","","","","","","","","","fox","partridg","duck","bear","wolf","","","","","","","","","","","","","","","","mous","rat","cat","fish","","","","","","","","","","","","","","","","","rabbit","","","","","","","","","","","","","","","","","","","","","","","",""
"905197","cow","hors","turkei","deer","fish","","","","","","","","","","","","","","","","pig","kitten","dog","snak","bug","","","","","","","","","","","","","","","","eleph","giraff","lion","tiger","","","","","","","","","","","","","","","","","bird","","","","","","","","","","","","","","","","","","","","bat","","","",""
"912159","deer","bear","elk","mink","rabbit","squirrel","chipmunk","redsquirrel","goos","cow","hors","","","","","","","","","","goat","pig","","","","","","","","","","","","","","","","","","","llama","camel","brownbear","blackbear","","","","","","","","","","","","","","","","","elk","caribou","muskox","polarbear","","","","","","","","","","","","","","","","","","","","",""
"908828","eleph","raccoon","tiger","lion","puma","hors","cow","cat","chicken","dog","","","","","","","","","","","rhino","zebra","bear","deer","","","","","","","","","","","","","","","","","rabbit","","","","","","","","","","","","","","","","","","","","swan","","","","","","","","","","","","","","","","","","","","","","","",""
"914221","hors","pig","chicken","rabbit","dog","cat","","","","","","","","","","","","","","","hippo","eleph","tiger","monkei","","","","","","","","","","","","","","","","","deer","antelop","","","","","","","","","","","","","","","","","","","calf","","","","","","","","","","","","","","","","","","","","","","","",""
"905026","dog","cat","llama","hors","cow","pig","rat","mous","","","","","","","","","","","","","wolf","eleph","tiger","giraff","hippo","","","","","","","","","","","","","","","","llama","","","","","","","","","","","","","","","","","","","","deer","rabbit","","","","","","","","","","","","","","","","","","","","","","",""
"907820","hors","cow","eleph","dog","cat","","","","","","","","","","","","","","","","tiger","hippo","","","","","","","","","","","","","","","","","","","lion","squirrel","","","","","","","","","","","","","","","","","","","chipmunk","","","","","","","","","","","","","","","","","","","","","","","",""
"930786","tiger","lion","eleph","seal","dog","cat","gopher","gerbil","pig","hors","cow","chicken","donkei","tiger","","","","","","","waterbuffalo","snak","goos","bird","","","","","","","","","","","","","","","","","zebra","mongoos","gorilla","monkei","","","","","","","","","","","","","","","","","whale","porpois","dolphin","mantarai","","","","","","","","","","","","","","","","","shark","","","",""
"929955","dog","cat","cow","mous","leopard","lion","eleph","","","","","","","","","","","","","","hippo","giraff","deer","coyot","lynx","bobcat","","","","","","","","","","","","","","","skunk","opossum","bear","elk","moos","","","","","","","","","","","","","","","","sheep","","","","","","","","","","","","","","","","","","","","","","","",""
"912757","cat","dog","llama","giraff","tiger","zebra","seal","","","","","","","","","","","","","","cow","hors","poni","ox","caribou","deer","","","","","","","","","","","","","","","bird","owl","robin","ren","","","","","","","","","","","","","","","","","swallow","dove","albatross","","","","","","","","","","","","","","","","","","","","","",""
"923679","cat","dog","cow","rabbit","opossum","rat","mous","pig","","","","","","","","","","","","","chicken","buffalo","deer","squirrel","","","","","","","","","","","","","","","","","antelop","elk","","","","","","","","","","","","","","","","","","","raccoon","","","","","","","","","","","","","","","","","","","","","","","",""
"914634","deer","skunk","raccoon","squirrel","chipmunk","tiger","lion","panther","jaguar","dog","","","","","","","","","","","moos","buffalo","cow","pig","mous","rat","","","","","","","","","","","","","","","leopard","monkei","gorilla","eleph","hippo","","","","","","","","","","","","","","","","crocodil","allig","lynx","baboon","","","","","","","","","","","","","","","","","","","","",""
"921632","dog","cat","mous","rat","lamb","cow","pig","hors","ant","bear","owl","","","","","","","","","","bird","pig","chicken","lamb","duck","goos","elk","deer","","","","","","","","","","","","","fish","antelop","buffalo","eleph","lion","tiger","","","","","","","","","","","","","","","snak","rhino","seal","whale","","","","","","","","","","","","","","","","","","","","",""
"929774","cat","dog","gorilla","lamb","cow","pig","zebra","eleph","wolf","whale","","","","","","","","","","","pheasant","rabbit","turkei","bull","hors","","","","","","","","","","","","","","","","monkei","","","","","","","","","","","","","","","","","","","","duck","chicken","","","","","","","","","","","","","","","","","","","","","","",""
"910596","dog","cat","mous","tiger","cheetah","hors","goat","cow","monkei","zebra","","","","","","","","","","","bird","crow","robin","duck","goos","","","","","","","","","","","","","","","","fish","perch","walley","northernpik","dog","","","","","","","","","","","","","","","","bear","coyot","wolf","deer","elk","","","","","","","","","","","","","","","","","","","",""
"908138","squirrel","bird","bear","deer","antelop","opossum","raccoon","","","","","","","","","","","","","","cow","hors","dog","cat","","","","","","","","","","","","","","","","","crocodil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"913779","sheep","dog","fish","bird","cow","hors","pig","","","","","","","","","","","","","","chicken","cat","mous","rat","flea","","","","","","","","","","","","","","","","chipmunk","loon","eleph","tiger","giraff","","","","","","","","","","","","","","","","mule","hors","","","","","","","","","","","","","","","","","","","","","","",""
"932557","cow","hors","pig","chicken","duck","donkei","camel","eleph","lion","tiger","cheetah","dog","cat","mous","","","","","","","pig","","","","","","","","","","","","","","","","","","","","monkei","giraff","caribou","deer","elk","bear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"931826","hors","cow","chicken","dog","eleph","giraff","pig","llama","snak","","","","","","","","","","","","rhino","","","","","","","","","","","","","","","","","","","","hippo","gorilla","monkei","orangutan","","","","","","","","","","","","","","","","","elk","deer","","","","","","","","","","","","","","","","","","","","","","",""
"909695","cat","dog","cow","hors","fox","wolf","bear","moos","deer","elk","","","","","","","","","","","llama","sheep","pig","emu","burro","","","","","","","","","","","","","","","","mous","mole","rat","gerbil","hedgehog","","","","","","","","","","","","","","","","groundhog","beaver","vermin","weasel","","","","","","","","","","","","","","","","","guineapig","","","",""
"928693","hors","cow","lamb","pig","snak","dog","cat","rat","","","","","","","","","","","","","bird","kangaroo","eleph","tiger","lion","","","","","","","","","","","","","","","","ostrich","monkei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"909743","dog","cat","poni","hors","cow","chicken","duck","goos","","","","","","","","","","","","","turkei","goos","poni","ox","","","","","","","","","","","","","","","","","sheep","calf","","","","","","","","","","","","","","","","","","","giraff","","","","","","","","","","","","","","","","","","","","bear","lion","","",""
"901965","lion","tiger","giraff","eleph","seal","dog","cat","rooster","pig","bear","","","","","","","","","","","cow","steer","moos","deer","otter","squirrel","raccoon","","","","","","","","","","","","","","baboon","monkei","ap","","","","","","","","","","","","","","","","","","lion","tiger","leopard","","","","","","","","","","","","","","","","","","","","","",""
"916165","cat","dog","cow","hors","otter","wolf","deer","antelop","gorilla","lion","","","","","","","","","","","yak","armadillo","","","","","","","","","","","","","","","","","","","porcupin","raccoon","fox","","","","","","","","","","","","","","","","","","wolf","bear","","","","","","","","","","","","","","","","","","","","","","",""
"901813","dog","cat","duck","goos","hors","cow","deer","armadillo","fox","rabbit","","","","","","","","","","","raccoon","coyot","moos","buffalo","rhino","eleph","giraff","monkei","","","","","","","","","","","","","pig","hors","","","","","","","","","","","","","","","","","","","sheep","goat","zebra","","","","","","","","","","","","","","","","","","","","","",""
"912760","eleph","giraff","lion","penguin","cat","dog","allig","egret","","","","","","","","","","","","","stork","heron","turtl","worm","caterpillar","","","","","","","","","","","","","","","","fly","ant","spider","","","","","","","","","","","","","","","","","","parrot","cockatiel","cockatoo","fungi","","","","","","","","","","","","","","","","","","","","",""
"907093","dog","cat","fish","lion","tiger","gazel","giraff","leopard","tadpol","dog","cat","","","","","","","","","","snak","pig","rooster","hen","canari","parakeet","","","","","","","","","","","","","","","eagl","ant","spider","cockroach","beetl","","","","","","","","","","","","","","","","crocodil","allig","fish","tadpol","","","","","","","","","","","","","","","","","orangutan","","","",""
"900813","hors","cat","dog","lion","tiger","giraff","monkei","","","","","","","","","","","","","","hors","dog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","squirrel","rabbit","mous","","","","","","","","","","","","","","","","","","","","","",""
